,level_0,index,pl_name,planet_status,pl_massj,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,pl_radj,radius_error_min,radius_error_max,pl_orbper,orbital_period_error_min,orbital_period_error_max,pl_orbsmax,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,sy_vmag,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,st_mass,star_mass_error_min,star_mass_error_max,st_rad,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,st_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_refname,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_refname,st_spectype,st_tefferr1,st_tefferr2,st_tefflim,st_raderr1,st_raderr2,st_radlim,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_refname,rastr,decstr,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_icmag,sy_icmagerr1,sy_icmagerr2,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,rowupdate,pl_pubdate,releasedate,_merge
116,185,185,HD 209458 b,Confirmed,0.69,0.017,0.017,,0.017,0.017,1.38,0.018,0.018,3.52472,2.82e-05,2.82e-05,0.04747,0.00055,0.00055,0.0082,0.0082,0.0078,86.59,0.046,0.046,0.00101,1999.0,2021-04-07,43.8,68.0,68.0,2452968.399,,,,,,2453344.76824,0.000617,0.000617,,,,,,,,,,,0.021,0.021,84.3,0.88,0.88,,,,,,0.038,0.045,0.045,,Published in a refereed paper,Primary Transit,,Primary Transit,,"C, C2H2, CH4, CO, CO2, Fe, H, H2, H2O, HCN, He, K, Mg, NH3, Na, O I, O2, TiO, VO",HD 209458,330.7916667,18.8844444,7.65,,,,,47.0,,,0.02,0.05,0.05,1.148,0.022,0.022,1.203,0.061,0.061,G0 V,4.0,2.0,2.0,6092.0,103.0,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
117,187,187,HD 2638 b,Confirmed,,,,0.48,,,1.04,,,3.43752,0.008239,0.008239,0.044,,,0.0407,0.0351,0.0407,,,,0.000819,2005.0,2016-09-03,126.9,78.6,78.6,2453323.282,,,,,,,,,,,,,,,,,,53323.206,0.002,0.002,66.26,2.83,2.83,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,,HD 2638,7.4958333,-5.7638889,9.44,,,,,53.71,,,0.16,0.05,0.05,0.93,,,,,,G5,3.0,,,5192.0,38.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
118,190,190,HD 38677 d,Confirmed,,,,0.01054,0.0011,0.0011,1.393,,,2.882,0.001,0.001,0.0422,0.0003,0.0003,0.07,0.07,0.0,,,,,2020.0,2020-05-15,,,,2457375.58981,,,,,,,,,,,,,,,,,,,,,1.326,0.13,0.13,1632.0,,,,,,,,,Published in a refereed paper,Radial Velocity,Spectrum,,DMPP-1 d,,HD 38677,86.775000002,-10.630277801,8.0,,,,,62.0,1.0,1.0,,,,1.21,0.03,0.03,1.26,0.02,0.02,F8V,2.01,0.54,0.54,6196.0,29.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
119,191,191,HD 38677 e,Confirmed,,,,0.01299,0.00359,0.00359,1.471,,,5.516,0.004,0.004,0.0651,0.0005,0.0005,0.07,0.07,0.0,,,,,2019.0,2020-05-15,,,,2457375.58981,,,,,,,,,,,,,,,,,,,,,1.316,0.36,0.36,1314.0,,,,,,,,,Published in a refereed paper,Radial Velocity,Spectrum,,DMPP-1 e,,HD 38677,86.775000002,-10.630277801,8.0,,,,,62.0,1.0,1.0,,,,1.21,0.03,0.03,1.26,0.02,0.02,F8V,2.01,0.54,0.54,6196.0,29.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
120,193,193,HD 46375 A b,Confirmed,,,,0.23,,,1.02,,,3.02358,6.44902e-05,6.44902e-05,0.041,,,0.0524,0.032,0.0229,,,,0.001228,2000.0,2019-12-12,113.7,34.3,34.3,2451920.7,,,,,,,,,,,,,,,,,,,,,33.67,0.81,0.81,,,,,,,,,,Published in a refereed paper,Radial Velocity,,Theoretical,HD 46375 b,,HD 46375 A,98.3,5.4627778,7.94,,,,,33.4,,,0.24,,,0.91,,,1.0,,,K1 IV,4.96,,,5199.0,,,IR Excess,,HD 46375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
121,194,194,HD 49674 b,Confirmed,,,,0.1,,,0.98,,,4.94739,0.000974925,0.000974925,0.058,0.0033,0.0033,0.0495,0.0691,0.0495,,,,0.001425,2002.0,2015-02-27,263.9,79.3,79.3,2452308.9,,,,,,,,,,,,,,,,,,,,,11.78,1.18,1.18,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,,HD 49674,102.875,40.8675,8.1,,,,,40.7,,,0.25,,,1.07,,,0.94,,,G5 V,2.38,,,5482.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
122,198,198,HD 7924 b,Confirmed,,,,0.0273,0.0017,0.0017,1.05,,,5.39792,0.00025,0.00025,0.05664,0.00069,0.00069,0.058,0.056,0.04,,,,0.003393,2009.0,2015-04-29,332.0,71.0,50.0,2454096.65,,,2455586.38,0.086,0.11,,,,,,,,,,,,,,,,3.59,0.2,0.2,826.0,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,,HD 7924,20.4958333,76.7102778,7.185,,,,,16.8,0.1,0.1,-0.15,0.03,0.03,0.832,0.036,0.036,0.78,0.02,0.02,K0V,,,,5177.0,44.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
123,201,201,HD 86081 A b,Confirmed,,,,1.5,,,1.08,,,1.99809,0.006778,0.006778,0.039,,,0.0575,0.108,0.0501,,,,0.000429,2006.0,2019-12-12,332.6,71.5,71.5,2453753.2,0.3,0.3,,,,,,,,,,,,,,,,,,,189.65,12.09,12.09,,,,,,,,,,Published in a refereed paper,Radial Velocity,,Theoretical,HD 86081 b,,HD 86081 A,149.025,-3.8083333,8.73,,,,,91.0,,,0.257,0.03,0.03,1.21,0.05,0.05,1.22,0.1,0.1,F8V,6.21,,,6028.0,44.0,44.0,,,HD 86081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
124,202,202,HD 88133 b,Confirmed,,,,0.3,,,1.0,,,3.41566,0.00084,0.00084,0.047,,,0.0761,0.0508,0.0761,,,,0.000631,2004.0,2015-02-24,357.2,60.4,60.4,2453180.0,,,,,,,,,,,,,,,,,,,,,34.13,3.57,3.57,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,,HD 88133,152.5291667,18.1866667,8.01,,,,,74.5,,,0.34,0.04,0.04,1.2,0.2,0.2,1.93,,,G5 IV,9.56,,,5494.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
125,206,206,K2-113 b,Confirmed,1.28,0.12,0.12,,,,1.083,0.031,0.031,5.817685,4.1e-05,4.1e-05,0.0642,0.0009,0.0009,0.0,,,86.44,0.042,0.54,,2017.0,2021-02-05,,,,,,,2457398.70433,0.0003,0.0003,2457392.88588,0.00032,0.00032,,,,,,,0.72,0.04,0.03,,,,143.56,12.9,12.3,1098.0,23.0,23.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J01174783+0652080 b, EPIC 220504338 b, EPIC 220504338.01, WISE J011747.84+065207.8 b",,K2-113,19.449286,6.868895,13.68,,12.347,11.998,,649.75,13.49,13.49,0.27,0.06,0.06,1.04,0.04,0.04,1.24,0.03,0.03,G,5.9,3.4,2.7,5660.0,87.0,87.0,,,"2MASS J01174783+0652080, EPIC 220504338, WISE J011747.84+065207.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
126,207,207,K2-121 b,Confirmed,,,,,,,0.669,0.012,0.012,5.185761,3e-05,2.9e-05,0.0525,0.0003,0.0003,0.22,,,87.25,,,,2017.0,2021-02-05,72.97,,,,,,2457143.56042,0.00021,0.00022,2457143.561,0.001,0.001,,,,,,,0.21,0.15,0.17,,,,,,,723.0,13.0,13.0,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,"EPIC 211818569 b, 2MASS J08274481+1734457 b, EPIC 211818569.01, WISE J082744.80+173445.6 b",,K2-121,126.936722,17.579397,,,11.309,10.742,,170.37,1.08,1.08,-0.04,0.1,0.1,0.72,0.01,0.01,0.68,0.01,0.01,K5V,,,,4551.0,74.0,74.0,,,"EPIC 211818569, 2MASS J08274481+1734457, WISE J082744.80+173445.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
127,208,208,K2-127 b,Confirmed,,,,,,,0.747,0.029,0.029,3.588163,2.9e-05,2.8e-05,0.0411,0.0002,0.0002,0.12,,,87.22,,,,2017.0,2021-02-05,294.26,,,,,,2457223.92588,0.00034,0.00034,2457223.926,0.0,0.0,,,,,,,0.58,0.17,0.09,,,,,,,809.0,15.0,15.0,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,"EPIC 212554013 b, 2MASS J13481881-1135204 b, EPIC 212554013.01, WISE J134818.79-113520.3 b",,K2-127,207.078384,-11.588979,,,13.373,12.926,,723.97,16.17,16.17,-0.11,0.06,0.06,0.72,0.01,0.01,0.66,0.01,0.01,K3V,,,,4575.0,74.0,74.0,,,"EPIC 212554013, 2MASS J13481881-1135204, WISE J134818.79-113520.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
128,209,209,K2-132 b,Confirmed,0.49,0.06,0.06,,,,1.3,0.07,0.07,9.1751,0.0027,0.0023,0.0916,0.0006,0.0006,0.29,0.049,0.049,77.56,0.51,0.47,,2017.0,2021-02-05,82.6,4.2,4.0,,,,2457590.1491,0.009,0.008,,,,,,,,,,0.848,0.008,0.007,,,,42.1,4.2,4.3,1586.0,10.0,10.0,,,,,,,Published in a refereed paper,Primary Transit,,,"K2-132 b, 2MASS J12083992-0844497 b, EPIC 228754001 b, EPIC 228754001.01, WISE J120839.91-084449.8 b",,K2-132,182.166397,-8.747175,,,10.153,9.637,,620.41,17.92,17.92,-0.01,0.08,0.08,1.08,0.08,0.08,3.85,0.13,0.13,K,8.5,-2.8,4.5,4840.0,90.0,90.0,,,"2MASS J12083992-0844497, EPIC 228754001, WISE J120839.91-084449.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
129,210,210,K2-140 b,Confirmed,0.93,0.04,0.04,,,,1.093,0.015,0.015,6.56918,4e-05,4e-05,0.0687,0.0005,0.0005,0.12,0.046,0.056,88.3,0.1,0.1,,2017.0,2021-02-05,98.88,4.16,3.85,,,,2457588.2851,0.0002,0.0002,2457588.28509,5e-05,5e-05,,,,,,,0.12,0.08,0.1,,,,104.1,2.7,2.7,957.0,11.0,11.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"K2-140 b, 2MASS J12323296-0936274 b, EPIC 228735255 b, EPIC 228735255.01, WISE J123232.95-093627.3 b",,K2-140,188.137344,-9.60764,12.6,,11.421,11.068,,341.6,5.1,5.5,0.13,0.04,0.04,1.0,0.02,0.02,0.99,0.01,0.01,G5,9.8,4.6,3.4,5705.0,48.0,50.0,,,"EPIC 228735255, WISE J123232.95-093627.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
130,211,211,K2-141 c,Confirmed,0.02328,,,,,,0.624,0.25,0.41,7.7485,0.00022,0.00022,,,,0.0,,,87.2,2.0,1.6,,2018.0,2021-02-05,90.0,,,,,,2457751.1546,0.001,0.001,2457751.1546,0.001,0.001,,,,,,,,,,,,,3.0,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J23233996-0111215 c, EPIC 246393474 c, TYC 5244-714-1 c, WISE J232340.05-011121.1 c",,K2-141 ,350.91666668,-1.189166675,11.5,,,,,61.0,2.0,2.0,-0.06,0.1,0.08,0.708,0.028,0.028,0.681,0.018,0.018,,6.3,4.7,6.6,4599.0,79.0,79.0,,,"EPIC 246393474 , 2MASS J23233996-0111215",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
131,212,212,K2-161 b,Confirmed,,,,,,,0.546,0.07,0.146,9.283188,0.0023,0.002052,,,,,,,87.251,5.633,1.991,,2018.0,2021-02-05,,,,,,,2457587.84755,0.007298,0.007734,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J12151051-0329442 b, EPIC 201231064 b, EPIC 201231064.01, WISE J121510.52-032944.3 b",,K2-161,183.793839,-3.495612,10.6,,10.852,10.352,,941.09,47.72,47.72,-0.03,0.08,0.08,0.99,0.06,0.08,2.57,0.25,0.31,G,8.51,0.48,0.53,4972.0,50.0,50.0,,,"2MASS J12151051-0329442, EPIC 201231064, WISE J121510.52-032944.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
132,213,213,K2-19 b,Confirmed,0.1019,0.0053,0.0053,,,,0.691,0.035,0.035,7.9194,5e-05,5e-05,0.074,0.0012,0.0012,0.2,0.03,0.03,89.47,0.41,0.41,,2015.0,2021-02-05,179.0,52.0,52.0,,,,2456813.3837,0.0003,0.0003,,,,,,,,,,0.17,0.12,0.12,,,,,,,854.0,,,,,,,,,Published in a refereed paper,Primary Transit,Spectrum,Primary Transit,"2MASS J11395048+0036129 b, EPIC 201505350 b, EPIC 201505350.02, WISE J113950.46+003612.9 b",,K2-19,174.960312,0.603575,12.806,12.567,11.596,11.208,11.161,292.14,5.62,5.62,0.1,0.04,0.04,0.93,0.05,0.05,0.86,0.04,0.04,G9 V,8.0,,,5430.0,60.0,60.0,,,"EPIC 201505350, 2MASS J11395048+0036129, WISE J113950.46+003612.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
133,215,215,K2-238 b,Confirmed,0.86,0.12,0.13,,,,1.3,0.14,0.15,3.20466,3e-05,3e-05,0.046,0.006,0.007,0.0,,,84.5,1.5,1.8,,2018.0,2021-02-05,90.0,,,,,,2457740.5036,0.0004,0.0004,2457740.5036,0.0004,0.0004,,,,,,,,,,,,,100.0,10.0,10.0,1587.0,76.0,75.0,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J23104905-0751270 b, EPIC 246067459 b, WISE J231049.06-075127.2 b",,K2-238,347.704346,-7.857499,13.75,,12.464,12.095,,453.0,46.0,72.0,0.34,0.04,0.04,1.19,0.08,0.08,1.59,0.16,0.16,G2 V,5.63,1.97,1.05,5630.0,78.0,78.0,,,"2MASS J23104905-0751270, EPIC 246067459, WISE J231049.06-075127.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
134,216,216,K2-253 b,Confirmed,,,,,,,1.13,0.054,0.062,4.00167,0.00013,0.00013,0.0506,0.0011,0.001,,,,,,,,2018.0,2021-02-05,,,,,,,2457583.9993,0.0014,0.0013,,,,,,,,,,0.34,0.23,0.26,,,,,,,1238.0,53.0,57.0,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J12242051-0622439 b, EPIC 228809550 b, EPIC 228809550.01, WISE J122420.48-062244.1 b",,K2-253,186.085403,-6.378884,,,13.492,13.097,,901.8,27.9,30.0,0.0,0.19,0.17,1.08,0.08,0.05,1.1,0.04,0.04,,,,,6027.0,240.0,221.0,,,"2MASS J12242051-0622439, EPIC 228809550, WISE J122420.48-062244.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
135,217,217,K2-260 b,Confirmed,1.42,0.32,0.31,1.42,0.32,0.31,1.552,0.057,0.048,2.6266657,1.8e-06,2e-06,0.0404,0.0016,0.0013,0.0,,,88.67,1.0,0.89,,2018.0,2021-02-05,90.0,,,2457820.738135,9e-05,9e-05,2457820.738135,9e-05,9e-05,2457820.73813,9.8e-05,9.1e-05,,,,,,,0.122,0.082,0.09,,,,178.0,39.0,38.0,1957.0,77.0,78.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"EPIC 246911830 b, 2MASS J05072816+1652037 b, WISE J050728.15+165203.7 b",,K2-260,76.867325,16.867718,12.69,,11.4,11.189,,676.32,19.42,19.42,-0.14,0.15,0.15,1.39,0.06,0.06,1.69,0.03,0.03,F6 V,1.9,0.3,0.3,6367.0,250.0,250.0,,,"K2-260, 2MASS J05072816+1652037, EPIC 246911830, WISE J050728.15+165203.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
136,218,218,K2-271 b,Confirmed,,,,,,,0.649,0.021,0.021,8.562421,0.000127,0.000127,0.077,0.0009,0.0008,,,,,,,,2018.0,2021-02-05,,,,,,,2457149.71271,0.00053,0.00053,,,,,,,,,,0.3,0.2,0.21,,,,,,,893.0,17.0,17.0,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J08205372+1605274 b, EPIC 211713099 b, EPIC 211713099.01, WISE J082053.73+160527.0 b",,K2-271,125.223885,16.090946,,,12.555,12.203,,571.47,13.59,13.59,-0.3,0.05,0.05,0.83,0.03,0.03,0.99,0.03,0.03,,,,,5644.0,71.0,71.0,,,"2MASS J08205372+1605274, EPIC 211713099, WISE J082053.73+160527.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
